1599505009.4099064,8234.0,133464.0,85864.0,1599505024.0,-14.590093612670898
1599505009.409922,8237.0,133425.0,85854.0,1599505024.0,-14.590078353881836
1599505009.4099376,8225.0,133448.0,85871.0,1599505024.0,-14.590062141418457
1599505009.409953,8220.0,133450.0,85861.0,1599505024.0,-14.590046882629395
1599505009.4099689,8194.0,133425.0,85836.0,1599505024.0,-14.590030670166016
1599505009.4099844,8206.0,133391.0,85804.0,1599505024.0,-14.590015411376953
1599505009.5039062,8198.0,133331.0,85837.0,1599505024.0,-14.49609375
1599505009.5039217,8205.0,133342.0,85830.0,1599505024.0,-14.496078491210938
1599505009.5039375,8195.0,133290.0,85796.0,1599505024.0,-14.496062278747559
1599505009.503953,8205.0,133209.0,85777.0,1599505024.0,-14.496047019958496
1599505009.5039687,8203.0,133224.0,85769.0,1599505024.0,-14.496030807495117
1599505009.5039842,8210.0,133227.0,85806.0,1599505024.0,-14.496015548706055
1599505009.5969062,8213.0,133160.0,85750.0,1599505024.0,-14.403093338012695
1599505009.5969217,8202.0,133189.0,85770.0,1599505024.0,-14.403078079223633
1599505009.5969374,8215.0,133125.0,85754.0,1599505024.0,-14.40306282043457
1599505009.596953,8206.0,133101.0,85788.0,1599505024.0,-14.403047561645508
1599505009.5969687,8201.0,133137.0,85763.0,1599505024.0,-14.403031349182129
1599505009.5969841,8198.0,133113.0,85780.0,1599505024.0,-14.403016090393066
1599505009.6909063,8192.0,133089.0,85740.0,1599505024.0,-14.309093475341797
1599505009.6909218,8180.0,133133.0,85753.0,1599505024.0,-14.309078216552734
1599505009.6909375,8176.0,133121.0,85766.0,1599505024.0,-14.309062957763672
1599505009.690953,8167.0,133073.0,85774.0,1599505024.0,-14.309046745300293
1599505009.6909688,8175.0,133131.0,85750.0,1599505024.0,-14.30903148651123
1599505009.6909842,8159.0,133128.0,85757.0,1599505024.0,-14.309015274047852
1599505009.7849064,8180.0,133093.0,85753.0,1599505024.0,-14.215093612670898
1599505009.784922,8173.0,133032.0,85780.0,1599505024.0,-14.215078353881836
1599505009.7849376,8183.0,133112.0,85784.0,1599505024.0,-14.215062141418457
1599505009.784953,8198.0,133052.0,85748.0,1599505024.0,-14.215046882629395
1599505009.7849689,8202.0,133068.0,85759.0,1599505024.0,-14.215030670166016
1599505009.7849844,8210.0,133055.0,85782.0,1599505024.0,-14.215015411376953
1599505009.8789062,8210.0,133119.0,85760.0,1599505024.0,-14.12109375
1599505009.8789217,8218.0,133115.0,85773.0,1599505024.0,-14.121078491210938
1599505009.8789375,8233.0,133060.0,85782.0,1599505024.0,-14.121062278747559
1599505009.878953,8239.0,133098.0,85816.0,1599505024.0,-14.121047019958496
