1596422360.976125,-21.484375,-34.1796875,-29.78515625,-54.6875,1596422400.0,-39.02387619018555
1596422360.9800313,-23.92578125,-30.76171875,-32.2265625,-36.62109375,1596422400.0,-39.01996994018555
1596422360.9839375,-30.76171875,-34.1796875,-26.3671875,-21.484375,1596422400.0,-39.01606369018555
1596422360.9878438,-38.57421875,-33.69140625,-30.76171875,-38.57421875,1596422400.0,-39.01215744018555
1596422360.99175,-21.484375,-30.2734375,-32.2265625,-39.55078125,1596422400.0,-39.00825119018555
1596422360.9956563,-17.578125,-25.87890625,-29.78515625,-46.38671875,1596422400.0,-39.00434494018555
1596422360.9995625,-36.1328125,-32.2265625,-25.390625,-26.85546875,1596422400.0,-39.00043869018555
1596422361.0034688,-38.57421875,-36.62109375,-20.99609375,-14.6484375,1596422400.0,-38.99653244018555
1596422361.007375,-25.390625,-30.76171875,-23.92578125,-28.80859375,1596422400.0,-38.99262619018555
1596422361.0112813,-36.62109375,-34.66796875,-25.87890625,-29.296875,1596422400.0,-38.98871994018555
1596422361.0151875,-30.76171875,-31.25,-22.4609375,-33.203125,1596422400.0,-38.98481369018555
1596422361.0190938,-22.94921875,-26.85546875,-20.01953125,-45.8984375,1596422400.0,-38.98090744018555
1596422361.014125,-20.5078125,-34.1796875,-27.34375,-20.01953125,1596422400.0,-38.98587417602539
1596422361.0180314,-17.578125,-30.76171875,-35.15625,-8.7890625,1596422400.0,-38.98196792602539
1596422361.0219376,-14.6484375,-27.34375,-28.3203125,-32.71484375,1596422400.0,-38.97806167602539
1596422361.0258439,-23.92578125,-29.78515625,-23.4375,-34.1796875,1596422400.0,-38.97415542602539
1596422361.02975,-44.43359375,-31.25,-22.94921875,-14.16015625,1596422400.0,-38.97024917602539
1596422361.0336564,-30.2734375,-30.76171875,-26.3671875,-11.71875,1596422400.0,-38.96634292602539
1596422361.0375626,-20.01953125,-26.85546875,-27.34375,-26.3671875,1596422400.0,-38.96243667602539
1596422361.0414689,-20.99609375,-25.87890625,-29.296875,-25.390625,1596422400.0,-38.95853042602539
1596422361.045375,-18.5546875,-33.203125,-30.2734375,-6.34765625,1596422400.0,-38.95462417602539
1596422361.0492814,-36.1328125,-39.0625,-25.390625,-18.5546875,1596422400.0,-38.95071792602539
1596422361.0531876,-31.73828125,-34.66796875,-25.390625,-38.0859375,1596422400.0,-38.94681167602539
1596422361.0570939,-22.4609375,-29.296875,-28.3203125,-37.59765625,1596422400.0,-38.94290542602539
1596422361.069125,-36.62109375,-27.34375,-31.73828125,-38.57421875,1596422400.0,-38.93087387084961
1596422361.0730312,-38.57421875,-34.66796875,-27.34375,-23.4375,1596422400.0,-38.92696762084961
1596422361.0769374,-45.8984375,-33.69140625,-27.83203125,-32.2265625,1596422400.0,-38.92306137084961
1596422361.0808437,-34.1796875,-26.85546875,-34.1796875,-51.7578125,1596422400.0,-38.91915512084961
1596422361.08475,-17.578125,-30.2734375,-32.2265625,-37.109375,1596422400.0,-38.91524887084961
1596422361.0886562,-30.76171875,-31.25,-36.1328125,-27.34375,1596422400.0,-38.91134262084961
1596422361.0925624,-35.64453125,-31.25,-32.2265625,-36.1328125,1596422400.0,-38.90743637084961
1596422361.0964687,-34.66796875,-33.69140625,-27.83203125,-45.41015625,1596422400.0,-38.90353012084961
1596422361.100375,-44.921875,-30.76171875,-30.76171875,-62.5,1596422400.0,-38.89962387084961
1596422361.1042812,-47.8515625,-35.15625,-30.2734375,-57.12890625,1596422400.0,-38.89571762084961
1596422361.1081874,-41.50390625,-35.15625,-34.66796875,-54.6875,1596422400.0,-38.89181137084961
1596422361.1120937,-40.0390625,-25.390625,-38.0859375,-61.5234375,1596422400.0,-38.88790512084961
1596422361.107125,-34.66796875,-21.484375,-34.1796875,-64.94140625,1596422400.0,-38.89287567138672
1596422361.1110313,-23.92578125,-26.85546875,-28.80859375,-33.203125,1596422400.0,-38.88896942138672
