1606003316.6729064,498.0,178774.0,104806.0
1606003316.672922,496.0,178866.0,105020.0
1606003316.6729376,499.0,179144.0,105274.0
1606003316.6729531,497.0,179332.0,105537.0
1606003316.6729689,500.0,179575.0,105852.0
1606003316.6729844,499.0,179813.0,106161.0
1606003316.7489064,500.0,180083.0,106415.0
1606003316.7489219,498.0,180211.0,106576.0
1606003316.7489376,499.0,180290.0,106698.0
1606003316.748953,499.0,180426.0,106856.0
1606003316.7489688,500.0,180750.0,107168.0
1606003316.7489843,499.0,181001.0,107457.0
1606003316.8659062,501.0,181162.0,107685.0
1606003316.8659217,500.0,181249.0,107813.0
1606003316.8659375,499.0,181346.0,107919.0
1606003316.865953,498.0,181377.0,107939.0
1606003316.8659687,499.0,181444.0,107961.0
1606003316.8659842,497.0,181365.0,107908.0
1606003316.9429064,496.0,181330.0,107800.0
1606003316.9429219,496.0,181291.0,107684.0
1606003316.9429376,496.0,181273.0,107567.0
1606003316.942953,496.0,181238.0,107409.0
1606003316.9429688,496.0,181177.0,107409.0
1606003316.9429843,495.0,181236.0,107416.0
1606003317.0329063,496.0,181331.0,107402.0
1606003317.0329218,497.0,181300.0,107459.0
1606003317.0329375,497.0,181290.0,107523.0
1606003317.032953,498.0,181356.0,107524.0
1606003317.0329688,498.0,181327.0,107437.0
1606003317.0329843,498.0,181285.0,107443.0
1606003317.1379063,498.0,181320.0,107413.0
1606003317.1379218,501.0,181169.0,107345.0
1606003317.1379375,500.0,181066.0,107272.0
1606003317.137953,498.0,180963.0,107195.0
1606003317.1379688,501.0,180851.0,107188.0
1606003317.1379843,501.0,180911.0,107191.0
1606003317.2289064,501.0,180895.0,107230.0
1606003317.228922,504.0,180941.0,107256.0
1606003317.2289376,503.0,180925.0,107328.0
1606003317.2289531,504.0,181001.0,107405.0
1606003317.2289689,504.0,181022.0,107441.0
1606003317.2289844,502.0,181025.0,107478.0
1606003317.3329062,504.0,181109.0,107549.0
1606003317.3329217,504.0,181109.0,107630.0
1606003317.3329375,506.0,181248.0,107730.0
1606003317.332953,505.0,181239.0,107836.0
1606003317.3329687,503.0,181321.0,107874.0
1606003317.3329842,504.0,181253.0,107829.0
1606003317.4229064,503.0,181191.0,107766.0
1606003317.422922,501.0,181256.0,107765.0
1606003317.4229376,500.0,181166.0,107733.0
1606003317.4229531,502.0,181150.0,107624.0
1606003317.4229689,502.0,180999.0,107478.0
1606003317.4229844,500.0,180919.0,107334.0
1606003317.5279064,501.0,181003.0,107265.0
1606003317.527922,499.0,180948.0,107267.0
1606003317.5279377,501.0,180943.0,107225.0
1606003317.5279531,498.0,180963.0,107174.0
1606003317.527969,501.0,180883.0,107187.0
1606003317.5279844,500.0,180911.0,107156.0
1606003317.6169064,499.0,181035.0,107219.0
1606003317.616922,499.0,181114.0,107390.0
1606003317.6169376,500.0,181241.0,107568.0
1606003317.6169531,498.0,181478.0,107851.0
1606003317.6169689,500.0,181662.0,107992.0
1606003317.6169844,499.0,181727.0,107914.0
1606003317.6949062,498.0,181501.0,107639.0
1606003317.6949217,497.0,181409.0,107372.0
1606003317.6949375,497.0,181221.0,107180.0
1606003317.694953,497.0,181043.0,107017.0
1606003317.6949687,496.0,180956.0,106805.0
1606003317.6949842,496.0,180750.0,106627.0
1606003317.7829063,497.0,180775.0,106515.0
1606003317.7829218,497.0,180702.0,106418.0
1606003317.7829375,497.0,180689.0,106416.0
1606003317.782953,497.0,180747.0,106446.0
1606003317.7829688,498.0,180732.0,106467.0
1606003317.7829843,500.0,180766.0,106451.0
1606003317.8879063,498.0,180803.0,106503.0
1606003317.8879218,498.0,180798.0,106534.0
1606003317.8879375,498.0,180789.0,106545.0
1606003317.887953,498.0,180837.0,106527.0
1606003317.8879688,500.0,180707.0,106523.0
1606003317.8879843,499.0,180722.0,106486.0
1606003317.9779062,500.0,180597.0,106449.0
1606003317.9779217,501.0,180527.0,106459.0
1606003317.9779375,499.0,180523.0,106421.0
1606003317.977953,500.0,180516.0,106489.0
1606003317.9779687,501.0,180549.0,106482.0
1606003317.9779842,501.0,180497.0,106564.0
1606003318.0829062,499.0,180582.0,106570.0
1606003318.0829217,502.0,180583.0,106571.0
1606003318.0829375,501.0,180551.0,106572.0
1606003318.082953,502.0,180557.0,106599.0
1606003318.0829687,503.0,180616.0,106637.0
1606003318.0829842,504.0,180706.0,106692.0
1606003318.1899064,504.0,180731.0,106765.0
1606003318.1899219,504.0,180755.0,106872.0
1606003318.1899376,504.0,180890.0,106915.0
1606003318.189953,504.0,180901.0,106968.0
1606003318.1899688,505.0,180987.0,107057.0
1606003318.1899843,505.0,181031.0,107132.0
1606003318.2479062,507.0,181040.0,107200.0
1606003318.2479217,507.0,181120.0,107197.0
1606003318.2479374,505.0,181123.0,107204.0
1606003318.247953,507.0,181058.0,107145.0
1606003318.2479687,506.0,181049.0,107125.0
1606003318.2479842,506.0,181080.0,107056.0
1606003318.3519063,508.0,181071.0,107086.0
1606003318.3519218,508.0,181061.0,107089.0
1606003318.3519375,507.0,181147.0,107110.0
1606003318.351953,508.0,181165.0,107094.0
1606003318.3519688,508.0,181145.0,107135.0
1606003318.3519843,508.0,181215.0,107247.0
1606003318.4429064,509.0,181355.0,107354.0
1606003318.4429219,507.0,181480.0,107477.0
1606003318.4429376,508.0,181578.0,107634.0
1606003318.442953,508.0,181665.0,107722.0
1606003318.4429688,509.0,181763.0,107758.0
1606003318.4429843,509.0,181787.0,107834.0
1606003318.5329063,509.0,181824.0,107805.0
1606003318.5329218,508.0,181774.0,107757.0
1606003318.5329375,509.0,181761.0,107732.0
1606003318.532953,508.0,181818.0,107678.0
1606003318.5329688,510.0,181748.0,107670.0
1606003318.5329843,510.0,181839.0,107623.0
1606003318.6389062,510.0,181729.0,107516.0
1606003318.6389217,512.0,181717.0,107468.0
1606003318.6389375,512.0,181681.0,107473.0
1606003318.638953,512.0,181668.0,107427.0
1606003318.6389687,514.0,181621.0,107460.0
1606003318.6389842,511.0,181561.0,107494.0
1606003318.7259064,513.0,181589.0,107499.0
1606003318.7259219,512.0,181527.0,107555.0
1606003318.7259376,512.0,181563.0,107619.0
1606003318.725953,512.0,181538.0,107597.0
1606003318.7259688,510.0,181573.0,107653.0
1606003318.7259843,512.0,181552.0,107686.0
1606003318.8349063,510.0,181616.0,107707.0
1606003318.8349218,511.0,181588.0,107713.0
1606003318.8349376,510.0,181636.0,107717.0
1606003318.834953,510.0,181625.0,107751.0
1606003318.8349688,512.0,181681.0,107748.0
1606003318.8349843,510.0,181627.0,107743.0
1606003318.9079063,510.0,181771.0,107791.0
1606003318.9079218,511.0,181704.0,107808.0
