1599543160.505125,-56.15234375,-48.33984375,-37.109375,-52.734375,1599543168.0,-7.494874954223633
1599543160.5090313,-48.828125,-42.48046875,-38.0859375,-33.69140625,1599543168.0,-7.490968704223633
1599543160.5129375,-29.78515625,-30.76171875,-48.33984375,-13.671875,1599543168.0,-7.487062454223633
1599543160.5168438,-60.05859375,-30.2734375,-41.015625,-40.52734375,1599543168.0,-7.483156204223633
1599543160.52075,-64.453125,-33.203125,-47.36328125,-70.80078125,1599543168.0,-7.479249954223633
1599543160.5246563,-52.734375,-34.66796875,-50.78125,-71.77734375,1599543168.0,-7.475343704223633
1599543160.5285625,-62.01171875,-42.96875,-46.38671875,-76.171875,1599543168.0,-7.471437454223633
1599543160.5324688,-68.359375,-45.41015625,-52.24609375,-101.07421875,1599543168.0,-7.467531204223633
1599543160.536375,-78.125,-41.9921875,-51.26953125,-103.02734375,1599543168.0,-7.463624954223633
1599543160.5402813,-74.70703125,-36.1328125,-53.7109375,-83.49609375,1599543168.0,-7.459718704223633
1599543160.5441875,-76.171875,-24.4140625,-57.12890625,-83.0078125,1599543168.0,-7.455812454223633
1599543160.5480938,-79.58984375,-34.1796875,-58.59375,-89.35546875,1599543168.0,-7.451906204223633
1599543160.561125,-71.2890625,-44.921875,-62.98828125,-92.7734375,1599543168.0,-7.438875198364258
1599543160.5650313,-71.77734375,-40.52734375,-59.08203125,-87.40234375,1599543168.0,-7.434968948364258
1599543160.5689375,-75.1953125,-56.15234375,-38.57421875,-81.0546875,1599543168.0,-7.431062698364258
1599543160.5728438,-66.40625,-52.24609375,-48.828125,-73.73046875,1599543168.0,-7.427156448364258
1599543160.57675,-55.17578125,-31.25,-67.87109375,-63.96484375,1599543168.0,-7.423250198364258
1599543160.5806563,-58.10546875,-36.1328125,-56.15234375,-54.19921875,1599543168.0,-7.419343948364258
1599543160.5845625,-67.3828125,-43.45703125,-40.0390625,-65.4296875,1599543168.0,-7.415437698364258
1599543160.5884688,-64.94140625,-46.38671875,-40.52734375,-76.66015625,1599543168.0,-7.411531448364258
1599543160.592375,-68.84765625,-42.96875,-49.8046875,-65.4296875,1599543168.0,-7.407625198364258
1599543160.5962813,-67.3828125,-44.921875,-47.36328125,-69.3359375,1599543168.0,-7.403718948364258
1599543160.6001875,-64.453125,-41.50390625,-46.875,-65.4296875,1599543168.0,-7.399812698364258
